Chemical name	Distance (lower = more similar)
Ethanaminium, N,N,N-triethyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonic acid (1:1)	19
1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-2-propenyl-	19
1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-2-propenyl-	19
1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-2-propenyl-	19
Sulfluramid	19
1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-1-[(trifluoromethyl)sulfanyl]hexane	20
Pentafluoropropaneperoxoic acid	20
1,1,3,3,3-Pentafluoro-2-(trifluoromethyl)propane-1-thiol	20
1-(Chlorosulfanyl)-1,1,2,2,3,3,3-heptafluoropropane	20
Nonafluorobutane-1-thiol	20
Quinolin-6-yl nonafluorobutane-1-sulfonate	20
1-(Chlorosulfanyl)-1,1,2,2,2-pentafluoroethane	20
4,4,5,5,6,6-Hexafluoro-2-phenyl-1lambda~6~,3lambda~6~-dithiane-1,1,3,3-tetrone	20
Tris(nonafluorobutyl)(oxo)-lambda~5~-phosphane	20
Tris(heptafluoropropyl)(oxo)-lambda~5~-phosphane	20
Oxo[tris(undecafluoropentyl)]-lambda~5~-phosphane	20
Bis(heptafluoropropyl)phosphinic chloride	20
Dichlorotris[(1,1,1,3,3,3-hexafluoropropan-2-yl)oxy]-lambda~5~-phosphane	20
Dimethyl (1,1,1,3,3,3-hexafluoropropan-2-yl)phosphonate	20
Tridecafluoroheptaneperoxoic acid	20
tris(pentafluoroethyl)phosphine Oxide	20
Tridecafluorohexanesulphenyl chloride	20
Ethyldioxy, pentafluoro-	20
1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-(phenylmethyl)-	20
1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(phenylmethyl)-	20
1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(phenylmethyl)-	20
1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(phenylmethyl)-	20
1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(phenylmethyl)-	20
1,1,1,2,2,3,4,4,5,5,5-Undecafluoro-3-(fluoroperoxy)pentane	21
Trimethoxy(nonafluorobutyl)silane	21
Trimethoxy(pentadecafluoroheptyl)silane	21
1,1,2,2,3,3,4,4,5,5,6,6,7,7-Tetradecafluoroheptan-1-ol	21
N-(3-Benzoylphenyl)-1,2,2,2-tetrafluoroethane-1-sulfonamide	21
4-Methylbenzene-1-sulfonic acid--5,5,6,6,7,7,8,8,8-nonafluorooctan-1-ol (1/1)	21
[(1E)-1,2,3,3,3-Pentafluoroprop-1-en-1-yl]boronic acid	21
(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)(1,1,1,3,3,3-hexafluoropropan-2-yl)phosphinous acid	21
Dodecafluorooctanedioyl difluoride	21
1,1,1-Trifluoro-N-(pentafluoroethyl)methanesulfinimidoyl fluoride	21
Tris[1,1,2,2,3,4,4,4-octafluoro-3-(trifluoromethyl)butyl](oxo)-lambda~5~-phosphane	21
(Heptafluoropropyl)(trimethoxy)silane	21
(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phosphonic acid	21
Pentadecafluoroheptan-1-ol	21
Nonadecafluorononan-1-ol	21
2,2,3,3,4,4,4-Heptafluorobutanal--water (1/1)	21
Trimethoxy(undecafluoropentyl)silane	21
(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)silanetriol	21
Trimethoxy(tridecafluorohexyl)silane	21
Tridecafluorohexan-1-ol	21
1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propane-2-thiol	21
Tetrafluoro(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-lambda~5~-phosphane	21
3,3,4,4,4-Pentafluoro-1-[(R)-4-methylbenzene-1-sulfinyl]butan-2-one	21
Decafluorohexane-2,5-dione	21
Nonafluorobutan-1-ol	21
Heptadecafluorooctan-1-ol	21
1,1,2,2-Tetrafluoroethan-1-ol	21
2,2,3,3,5,5,5-Heptafluoro-4-oxopentanoic acid	21
3-[1-(Thiophen-2-yl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]pentane-2,4-dione	21
3-[1-(Furan-2-yl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]pentane-2,4-dione	21
Dimethyl (2,2,3,3-tetrafluoro-1-hydroxypropyl)phosphonate	21
2-[(Pentafluoroethyl)sulfanyl]propanoic acid	21
1,2,2,3,3,3-Hexafluoropropane-1,1-diyl dihypofluorite	21
(1,1,1,3,3,3-Hexafluoropropan-2-ylidene)(trimethoxy)-lambda~5~-phosphane	21
Ethanesulfinamide, 1,1,2,2,2-pentafluoro-N-phenyl-	21
1,1,1,2,2,3,3,4,4-Nonafluoro-6-(methanesulfinyl)hexane	21
nonafluoropentanal hydrate	21
Tetrafluorosuccinyl fluoride	21
1-Propanol, 1,1,2,2,3,3,3-heptafluoro-	21
Tetrafluoro(perfluoroisopropyl)iodine	21
NSC361399	21
1-chloro-1,1,2,2-tetrafluoro-2-(trifluoromethylperoxy)ethane	21
(3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluorononyl)phosphonic acid	21
methyl pentafluoropropane(dithioate)	21
Sodium 4-((3,3,3-trifluoro-1-(pentafluoroethyl)-2-(trifluoromethyl)prop-1-enyl)oxy)benzenesulphonate	21
1-Decanol, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heneicosafluoro-	21
Hexafluoroglutaryl difluoride	21
1-Propanol, hexafluoro-	21
Octafluoroadipoyl difluoride	21
Tris(trifluoroacetoxy)borane	21
N-Methyl-N-(1,1,2,2-tetrafluoroethyl)benzenesulphonamide	21
Perfluorohexyl ethylphosphonic acid	21
Tris(trifluoroacetato-O)iodine	21
Perfluorodecane	22
Difluoro(tridecafluorohexyl)borane	22
(Nonafluorobutyl)propanedioyl dichloride	22
2,2,3,4,4-Pentafluoro-4-(pentafluoroethoxy)butanoic acid	22
2,2,3,3,4,4-Hexafluoro-4-(1,2,2,2-tetrafluoroethoxy)butanoic acid	22
2,2,3,3,4,4-Hexafluoro-4-(pentafluoroethoxy)butanoic acid	22
2,2,3,4,4-Pentafluoro-4-(trifluoromethoxy)butanoic acid	22
Phosphorous acid--3,3,4,4,4-pentafluorobutan-2-ol (1/3)	22
Dichloro(2-chloro-1,1,2,2-tetrafluoroethyl)difluoro-lambda~5~-phosphane	22
Dichloro(difluoro)(pentafluoroethyl)-lambda~5~-phosphane	22
O-(2,2,3,3,4,4,4-Heptafluorobutyl) methylphosphonothioate	22
Tris(heptafluoropropyl)phosphane	22
Bis(pentafluoroethyl)triselane	22
1,1,1,2,2,3,4,4,5,5,5-Undecafluoropentane	22
3-Chloro-1,1,2,2,3,3-hexafluoropropan-1-ol	22
2,2,3,3-Tetrafluoropropanal--water (1/1)	22
Dimethyl[(trifluoroacetyl)oxy]sulfanium trifluoroacetate	22
3,3,3-Trifluoro-2-(trifluoromethyl)propanal	22
Sodium tris(1,1,1,3,3,3-hexafluoropropan-2-olato-kappaO)(hydrido)borate(1-)	22
Trichloro(1,1,1,2,3,3-hexafluoropropan-2-yl)silane	22
1,1,1,3,3,3-Hexafluoro-2-{[1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-yl]peroxy}-2-(trifluoromethyl)propane	22
1,1,1,2,2,3,5,5,5-Nonafluoro-4-(trifluoromethyl)pentane	22
2,2,3,4,4,4-Hexafluorobutanoic acid	22
1,1,1,2,2,3,4,4-Octafluorobutane	22
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15-Hentriacontafluoropentadecane	22
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13-Heptacosafluorotridecane	22
1,1,2,2,3,3-Hexafluorobutan-1-ol	22
2,2,3,3,4,4-Hexafluoro-4-(1,1,2-trifluoro-2-oxoethoxy)butanoyl fluoride	22
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-Tricosafluoroundecane	22
2,3,3,4,4,4-Hexafluorobutanoic acid	22
1,1,1,2,2,3,3,4,4,5,6,7,7,7-Tetradecafluoroheptane	22
1,1,2,2,3,3,4,4,5,5,6,6,7-Tridecafluorooctan-1-ol	22
PUBCHEM_14931944	22
2-(Difluoromethyl)-1,1,1,3,3,3-hexafluoropropane	22
1,1,2,2-Tetrafluoro-2-[(oxiran-2-yl)methoxy]ethane-1-sulfonyl fluoride	22
2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanal	22
2,2,3,3-Tetrafluoro-3-(methylsulfanyl)propanoyl fluoride	22
PUBCHEM_13571394	22
Difluoro[tris(undecafluoropentyl)]-lambda~5~-phosphane	22
1,1,2,2-Tetrafluoro-1-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]-2-(trifluoromethoxy)ethane	22
2,2,3,3-Tetrafluoro-3-(methylsulfanyl)propanoic acid	22
2,3,3,3-Tetrafluoropropanoyl fluoride	22
N-(1,1,1,3,3,3-Hexafluoropropan-2-ylidene)benzenesulfinamide	22
1,1,2,3,3,3-Hexafluoro-2-nitropropyl sulfurofluoridate	22
1,1,2,2-Tetrafluoropropan-1-ol	22
Dimethyl (1,1,1,3,3,3-hexafluoro-2-methylpropan-2-yl)phosphonate	22
Heptafluoropropan-2-ol	22
Bis(trifluoromethyl)propanedioyl difluoride	22
Decafluorohexane-2,3-dione	22
1,1,1,3,3,3-Hexafluoro-2-hydroperoxypropan-2-ol	22
2,2,3,3,4,4-Hexafluoro-4-(trifluoromethoxy)butanoic acid	22
Pentane, 1,1,1,2,2,3,3,4,5,5-decafluoro-	22
Heptanal, 2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-	22
bis(nonafluoropentanoyl) peroxide	22
bis(heptafluorobutyryl)peroxide	22
2H-Perfluoro(2-methylpentane)	22
difluorotris(pentafluoroethyl)phosphorane	22
Ethane, 1,1'-oxybis[2-(difluoromethoxy)-1,1,2,2-tetrafluoro-	22
Phosphorane, difluorotris(nonafluorobutyl)-	22
1,1,1,3,3,4,4,4-Octafluoro-2-butanol	22
2,3,3,3-tetrafluoropropanoic Acid	22
1,1,1,2,2,3,3,4,4-nonafluorobutane	22
Perfluorotetracosane	22
1,1,1,2,2,3,4,4,4-nonafluorobutane	22
Octafluoropentane-2,3-dione	22
Perfluorotridecane	22
1,1,1,2,3,4,4,4-octafluorobutane	22
Octafluoroadipoyl chloride	22
Perfluoropentadecane	22
(Pentafluoroethyl)phosphonous dichloride	22
1,1,1,2,2,3,3,4,5,5,6,6,6-Tridecafluorohexane	22
Perfluorononane	22
1H-Perfluorononane	22
Octanal, pentadecafluoro-	22
Perfluoroundecane	22
3,3,3-trifluoro-2-(trifluoromethyl)propanoic acid	22
NSC349649	22
Pentafluoropropionaldehyde	22
Decane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-heneicosafluoro-	22
2-(Trifluoromethyl)-1,1,1,3,3,3-hexafluoropropane	22
Heptafluorobutyraldehyde	22
Dotetracontafluoroicosane	22
Perfluorohexadecane	22
Tetrafluorosuccinyl chloride	22
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorooctane	22
Trideca-1,1,1,2,2,3,3,4,4,5,5,6,6-fluorohexane	22
Pentafluoro ethyl radical	22
Perfluorotetradecane	22
Hexacosafluorododecane	22
Propyl,heptafluoro	22
2-Propanone, hexafluoro-, dihydrate	22
Phosphite, tris(2,2,3,3-tetrafluoropropyl)-	22
2-Propanone, hexafluoro-, hydrate	22
Propane, 1,1,1,2,2,3,3-heptafluoro-	22
Propanoyl fluoride, 3,3,3-trifluoro-2-(trifluoromethyl)-	22
Perfluoropalmitic acid	22
1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, compd. with piperidine (1:1)	22
Benzenesulfonic acid, 4-[[4,4,5,5,5-pentafluoro-3-(pentafluoroethyl)-1,2,3-tris(trifluoromethyl)-1-pentenyl]oxy]-, sodium salt	22
Benzenesulfonyl chloride, 4-[[4,4,5,5,5-pentafluoro-3-(pentafluoroethyl)-1,2,3-tris(trifluoromethyl)-1-pentenyl]oxy]-	22
Octadecanoic acid, pentatriacontafluoro-	22
Perfluorovaleric acid	22
Pentanedioyl dichloride, hexafluoro-	22
Pentanoyl fluoride, nonafluoro-	22
Acetic acid, trifluoro-, methylsilylidyne ester	22
Perfluoromyristic acid	22
Acetyl fluoride, trifluoro-	22
Silane, trichloro(1,1,2,2-tetrafluoroethyl)-	22
Perfluorobutane	22
Pentafluoropropionic acid	22
Heptanoyl fluoride, tridecafluoro-	22
Heptafluorobutyric acid	22
Octane, octadecafluoro-	22
Propanoyl fluoride, pentafluoro-	22
Peroxide, bis(2,2,3,3,3-pentafluoro-1-oxopropyl)	22
Hexanoyl fluoride, undecafluoro-	22
Octanoyl fluoride, pentadecafluoro-	22
Perflutren	22
Perfluoroheptane	22
Perfluoroundecanoic acid	22
Perflenapent	22
Perflexane	22
1,1,1,2,3,3,3-heptafluoropropane	22
Ethane, hexafluoro-	22
Butanoyl fluoride, heptafluoro-	22
Perfluoroheptanoic acid	22
PFOA	22
Perfluorododecanoic acid	22
PFNA	22
PFHxA	22
PFDA	22
Hexafluoroacetone sesquihydrate	22
Pentafluoroethane	22
1,1,1,3,3,3-Hexafluoro-2-propanol	22
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,9,9,9-Octadecafluoro-8-iodononane	23
Phosphoric acid--2,2,3,3-tetrafluoropropan-1-ol (1/3)	23
2,2,4,4,5,5,5-Heptafluoro-3,3-bis(trifluoromethyl)pentanoic acid	23
1,2,3,5,6-Pentachloro-1,1,2,3,4,4,5,6,6-nonafluorohexane	23
Difluoro(heptafluoropropoxy)acetic acid	23
2,2,3-Trifluoro-3-(pentafluoroethoxy)propanoic acid	23
2,3,4,4,4-Pentafluoro-2-(trifluoromethyl)butanoic acid	23
2,3,3-Trifluoro-3-(trifluoromethoxy)propanoic acid	23
2,3,4,4,4-Pentafluoro-3-(trifluoromethyl)butanoic acid	23
Fluoro(heptafluoropropoxy)acetic acid	23
2,3,3-Trifluoro-3-(heptafluoropropoxy)propanoic acid	23
2,2,3-Trifluoro-3-(heptafluoropropoxy)propanoic acid	23
Phosphorous acid--2,2,3,3,3-pentafluoropropan-1-ol (1/3)	23
1,1,1,2,2,3,3,5,6,6,6-Undecafluoro-4,4,5-tris(trifluoromethyl)hexane	23
(Heptadecafluorooctyl)silane	23
4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-2-enoic acid	23
1,1,1,2,2-Pentachloro-3,3,4,4,4-pentafluorobutane	23
2,3,3,4,4,4-Hexafluoro-2-(pentafluoroethyl)butanoyl fluoride	23
S-Propan-2-yl pentafluoropropanethioate	23
2,2,3,4,4,5,5,5-Octafluoro-3-(trifluoromethyl)pentanoic acid	23
1,1,1,3,3,4,4,6,6,6-Decafluoro-2,5-bis(trifluoromethyl)hexane-2,5-diol	23
Phosphorous acid--2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol (1/3)	23
Phosphorous acid--2,2,3,3,4,4,5,5-octafluoropentan-1-ol (1/3)	23
Phosphoric acid--2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol (1/3)	23
Phosphoric acid--3,3,3-trifluoro-2-(trifluoromethyl)propan-1-ol (1/3)	23
1,2,4,5,7,8-Hexachloro-1,1,2,3,3,4,5,6,6,7,8,8-dodecafluorooctane	23
1,1,1,6,6,6-Hexafluoro-2,5-bis(trifluoromethyl)hex-3-ene	23
1,1,1,3,5,7,7,7-Octachloro-2,2,3,4,4,5,6,6-octafluoroheptane	23
1,1,1,3,5,5,5-Heptachloro-2,2,3,4,4-pentafluoropentane	23
PUBCHEM_71363198	23
Formic acid--pentafluoroethan-1-ol (1/1)	23
Tribromo(heptafluoropropyl)germane	23
1,1,1,2,2,4,5,5-Octafluoropentan-3-one	23
1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Octadecafluoro-1,9-diiodononane	23
1,1,2,2,3,3,4,4,5,5-Decafluoro-1-(nonafluorobutoxy)pentane	23
Methyl 2-{bis[(trifluoroacetyl)oxy]phosphoryl}propanoate	23
3,3,3-Trifluoro-2-(trifluoromethyl)propanoic anhydride	23
2,2,3,3,4,4,5,5,6,6,7,7,8,8-Tetradecafluorooctanoyl fluoride	23
1,3,3-Tribromo-1,1,2,2,4,4,4-heptafluorobutane	23
3,3,4,4,5,5,6,6-Octafluoro-2-oxohexanal	23
3,3,4,4,4-Pentafluoro-2-methylbutanal	23
PUBCHEM_71335627	23
3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-2-methyloctanal	23
N-Fluoro-N-[(pentafluoroethyl)sulfanyl]hypofluorous amide (non-preferred name)	23
Bis[(2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl)oxy](oxo)phosphanium	23
1,1,2,7,8,8-Hexachloro-1,2,3,4,4,5,5,6,8-nonafluorooctane	23
4-[(Heptadecafluorooctyl)oxy]benzene-1-sulfonamide	23
[Ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)amino]methanesulfonic acid	23
1,1,1,2,2,3,3,4,4,5-Decafluorohexane	23
1,1,1,2,2,3-Hexachloro-3,4,4,4-tetrafluorobutane	23
1,1,1,2,2,3,3,6,6,7,7,8,8,8-Tetradecafluorooct-4-ene	23
1,1,2,2,3,3,4,4,4-Nonafluoro-N,N-bis(trimethylstannyl)butane-1-sulfonamide	23
1,1,1,1,2,2,3,3,4,4,5,5-Dodecafluoro-1lambda~6~-thiepane	23
1,1,2,2,3,3-Hexafluoro-1-(trifluoromethoxy)propane	23
2,2,3,3,4,4-Hexafluoro-4-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]butanoic acid	23
2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-7-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]heptanoic acid	23
Nonadecafluorodecanoic anhydride	23
2-(Difluoromethyl)-1,1,1,2,3,3,4,4,5,5,6,7,7,7-tetradecafluoro-6-(trifluoromethyl)heptane	23
2-(Difluoromethyl)-1,1,1,2,3,3,5,5,5-nonafluoro-4,4-bis(trifluoromethyl)pentane	23
2,3,3,3-Tetrafluoropropanoyl bromide	23
2,2'-[(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(oxy)]bis(difluoroacetyl fluoride)	23
2,3,3,4,4,4-Hexafluoro-2-(trifluoromethyl)butanoyl fluoride	23
Bis(pentafluoroethyl)diselane	23
3,3,3-Trifluoro-2,2-bis(trifluoromethyl)propanoic acid	23
N-(4-Chlorophenyl)-1,1,2,2,2-pentafluoroethane-1-sulfinamide	23
1,1,1,2,3,3-Hexafluoro-3-iodopropane	23
4,4,5,5,5-Pentafluoro-2-(trifluoromethyl)pentanal	23
1,1,3,3,4,4,4-Heptafluorobutan-2-one	23
2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Octadecafluorodecanoic acid	23
1,1,1,2,2,3,3,4-Octafluoropentane	23
Trichloro(1,3,3,4,4,5,5,6,6,7,7,8,8,8-tetradecafluorooctyl)silane	23
2-(Difluoromethyl)-1,1,1,2,3,3-hexafluoropropane	23
3-(Difluoromethoxy)-1,1,1,2,2,3-hexafluoropropane	23
PUBCHEM_22166238	23
1,1,1,2,4,4-Hexafluorobutane	23
1,1,1,2,2,3,3,4,4,5,5-Undecafluorohexane	23
1,1,1,2,3-Pentafluorobutane	23
1,1,1,3,3,5,5,5-Octafluoro-2,2,4,4-tetrakis(trifluoromethyl)pentane	23
1,1,1,2-Tetrafluoro-2,2-diiodoethane	23
1,1-Dibromo-1,2,2,3,3,4,4,4-octafluorobutane	23
PUBCHEM_21282862	23
1,1,2,2,3,3,4,4,5,5,6,6,7,7-Tetradecafluoroheptane	23
2,2,3,3,4,4,5,5-Octafluoro-5-iodopentanoyl fluoride	23
1,1,1,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane	23
1,1,1,4,4-Pentafluoro-2-(trifluoromethyl)butane	23
3,3-Dichloro-1,1,1,2-tetrafluoropropane	23
1,1,1-Trichloro-2,3,3,3-tetrafluoropropane	23
3,3,4,4,5,5,6,6,7,7,7-Undecafluoroheptan-2-ol	23
1,1-Dichloro-1,2,2,3,3,4,4,4-octafluorobutane	23
2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanal	23
2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexane-1,1-diol	23
1,1,1,2,5,6,6,6-Octafluoro-2,5-bis(trifluoromethyl)hexane-3,4-dione	23
Pentafluoropropanoyl bromide	23
2,3,3,4,4,5,5-Heptafluoropentanoic acid	23
1,1,1,2,2,5,5,5-Octafluoro-4-(trifluoromethyl)pentane	23
6-Chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl fluoride	23
1,1,2-Trichloro-1,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctane	23
2,2,3,3-Tetrafluoro-3-iodopropanoyl fluoride	23
1,1,1,2,2-Pentafluoro-2-{fluoro[bis(pentafluoroethoxy)]methoxy}ethane	23
2-(Difluoromethyl)-1,1,1,3,3,3-hexafluoropropan-2-ol	23
1,1,1,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorooctan-2-one	23
Bis[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy](oxo)phosphanium	23
2,3-Dibromo-1,1,1,2,3,4,4-heptafluorobutane	23
2,2,3,3,4,4,5,5,6,6,7,7,8,8-Tetradecafluorooctanoic acid	23
2,2,3,3,4,4,5,5,6,7,7,7-Dodecafluoro-6-(trifluoromethyl)heptanoic acid	23
1,1,1-Trichloro-2,2,3,3,4,4,5,5,5-nonafluoropentane	23
1,1,1-Trichloro-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane	23
1,1,2,2,3,3-Hexafluoro-1,3-bis(pentafluoroethoxy)propane	23
1,1,1,3,3,3-Hexafluoro-2-iodopropane	23
PUBCHEM_14000540	23
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecan-2-ol	23
1,1,1,2,2-Pentachloro-3,3,4,4,5,5,5-heptafluoropentane	23
1,1,3,5,7,9,10-Heptachloro-1,2,2,3,4,4,5,6,6,7,8,8,9,10,10-pentadecafluorodecane	23
2,2'-{Oxybis[(1,1,2,2-tetrafluoroethane-2,1-diyl)oxy]}bis(difluoroacetyl fluoride)	23
S-Methyl 4,4,5,5,5-pentafluoropent-2-ynethioate	23
1,1,1,2,2,4,4,4-Octafluoro-3,3-bis(trifluoromethyl)butane	23
1,1,4,4-Tetrachloro-1,2,2,3,3,4-hexafluorobutane	23
PUBCHEM_13761597	23
4-Chloro-2,2,3,3,4,4-hexafluorobutanoyl chloride	23
1,1,1-Trichloro-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctane	23
1,1,2,2,3,3-Hexafluoro-1-iodopropane	23
1,1,1,3,3,4,4,6,6,7,7,9,9,10,10,12,12,12-Octadecafluoro-2,5,8,11-tetraoxadodecane	23
1,1,2,2-Tetrafluoro-1,2-bis(trifluoromethoxy)ethane	23
1,1,1,7-Tetrachloro-2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptane	23
3-Bromo-2,2,3,3-tetrafluoropropanoic acid	23
2-Chloro-1,1,1,2,3,3,4,4,4-nonafluorobutane	23
1,1,1,3,3,4,4,5,5,6,6-Undecafluorohexan-2-one	23
1-Bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane	23
Nonadecafluorodecanoyl chloride	23
5-Chloro-2,2,3,3,4,4,5,5-octafluoropentanal	23
2,2,3,3-Tetrafluoropropanal	23
Tetradecafluoroheptan-4-one	23
Difluoro(1,1,2,2-tetrafluoroethoxy)acetic acid	23
1,1,1,2,2,3,3-Heptafluoro-3-(trifluoromethoxy)propane	23
4-(1,2-Dichloro-1,2,2-trifluoroethoxy)-2,2,3,3,4,4-hexafluorobutanoic acid	23
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-2-ol	23
1,1,1,2,2,3-Hexafluorobutane	23
2-Chloro-1,1,1,2,3,3-hexafluoropropane	23
Bis(2,2,3,3-tetrafluoropropyl) 2,2,2-trifluoroethyl phosphate	23
3,3,4,4,5,5,6,6,6-Nonafluorohex-1-yne	23
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodec-1-yne	23
1,2-Dichloro-1,1,2,3,3,4,4-heptafluorobutane	23
1,1,1,2-Tetrafluoropropane	23
1,1,1,4,5,5,5-Heptafluoro-4-(trifluoromethyl)pentane-2,3-dione	23
1,1,1,4,4,5,5,5-Octafluoro-2-(trifluoromethyl)pent-2-ene-3-thiol	23
3,3,3-Trifluoro-2,2-bis(trifluoromethyl)propanoyl fluoride	23
1,1,1,3,5,7,7-Heptachloro-2,2,3,4,4,5,6,6,7-nonafluoroheptane	23
2,2,3,3,4,4-Hexafluoro-4-iodobutanoyl fluoride	23
1,1,1,2,2-Pentafluoro-2-[1,1,2,2-tetrafluoro-2-(pentafluoroethoxy)ethoxy]ethane	23
1,1,1,2,2,5,5,5-Octafluoro-4-(trifluoromethyl)pentan-3-one	23
1,1,1,2-Tetrafluoro-2-(1,2,2,2-tetrafluoroethoxy)ethane	23
Bis[(trifluoroacetyl)oxy]boranyl	23
Pentane, 1,1,2,2,3,3,4,4,5,5-decafluoro-	23
1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfonyl azide	23
2-Chloro-2,3,3,3-tetrafluoropropanoic acid	23
2-Pentanone, 1,1,1,3,3,4,4,5,5,5-decafluoro-	23
AGN-PC-00HL70	23
Hexane, 1,1,1,2,2,3,3,4,4,5,6,6,6-tridecafluoro-5-(trifluoromethyl)-	23
Butane, 1,1,1,2,2,3,3,4,4-nonafluoro-4-(pentafluoroethoxy)-	23
Butane, 1,1,1,2,2,3,3,4,4-nonafluoro-4-(trifluoromethoxy)-	23
Propanoyl fluoride, 2,3,3,3-tetrafluoro-2-iodo-	23
2,2,3,3,4,4-Hexafluoro-4-[(1,1,1,2,3-pentafluoro-3-oxopropan-2-yl)oxy]butanoyl fluoride	23
Chlorohexafluoropropane	23
Phosphonic acid, bis(2,2,3,3-tetrafluoropropyl) ester	23
2-Bromo-1,1,1,3,3,3-hexafluoropropane	23
2-Hexanol, 3,3,4,4,5,5,6,6,6-nonafluoro-	23
Butane, 1,1,1,2,2,4,4,4-octafluoro-3-methyl-	23
1,3-Dibromo-1,1,2,2,3,3-hexafluoropropane	23
perfluoroisobutyryl fluoride	23
1,3-Diiodoperfluoropropane	23
1,1-Heptanediol, 2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-	23
Butane, 1,1,1,2,2,4,4-heptafluoro-	23
Methane, oxybis[trifluoro-	23
